District,Village,Latitude,Longitude,Pre-Monsoon Level (m),Post-Monsoon Level (m),Annual Rainfall (mm),Population Density (people/sq km),Land Use Type,Surface Elevation (m),Year
Hisar,Mangali,29.10219955,77.01277108,21.79325682,20.67960747,467.6435772,1246.742371,Agricultural,298.9393554,2019
Panipat,Barsat,30.46085759,77.43999282,23.78822413,20.4707893,733.9734743,1218.477713,Forest,267.2746069,2019
Ambala,Khera,28.47126321,76.69673307,15.75825218,12.90152454,568.6952858,603.9266265,Forest,239.9767213,2019
Gurgaon,Badshahpur,28.5421577,76.3945868,5.327955758,3.504405421,593.9562804,1248.067147,Forest,257.403466,2019
Hisar,Mirzapur,30.32260749,76.27638936,21.26442737,19.97016273,969.5430238,1776.368286,Agricultural,276.4071179,2019
Ambala,Majra,30.47806889,77.17877125,6.338594528,2.603311635,764.5394742,1581.330021,Forest,250.9790058,2019
Gurgaon,Badshahpur,28.03760932,76.57644565,7.512990366,5.071189677,580.9183953,1085.521099,Agricultural,226.9105742,2019
Gurgaon,Farrukhnagar,28.09172064,76.42775861,15.69566268,13.61009112,735.2768134,254.7552558,Forest,211.6820029,2019
Hisar,Nalwa,28.46941001,77.17958289,7.379415707,5.294734047,729.2268584,360.6352028,Agricultural,236.6053397,2019
Ambala,Khanpur,30.09326488,76.62753979,18.91443667,16.98472334,604.8738332,760.4000634,Agricultural,258.0792214,2019
Panipat,Bapoli,28.81056989,76.15230415,17.97025566,14.84358168,656.2328968,405.8143942,Agricultural,269.0992103,2019
Ambala,Khera,29.66546475,77.13863773,17.36832401,13.32964361,622.8783571,875.2975246,Urban,276.9104827,2019
Panipat,Barsat,28.33294861,76.54569919,14.55919003,11.57381486,465.219332,1364.159345,Urban,201.1814906,2019
Rohtak,Kahnaur,30.05711612,76.41354763,11.88568861,8.600396546,940.099904,1036.022382,Forest,256.5323306,2019
Gurgaon,Sohna,28.45210604,77.41126334,11.4073527,8.908522255,534.4650803,1348.593569,Agricultural,272.5278693,2019
Panipat,Bapoli,29.31236365,76.284868,19.66284679,18.44106931,792.5764942,772.0506149,Urban,278.442654,2019
Ambala,Khera,29.71696047,77.29448661,23.53241553,21.20863441,433.2220047,448.4344658,Urban,237.089582,2019
Hisar,Mangali,29.45494118,76.78585779,23.77252528,21.47920842,624.2163083,1195.110483,Agricultural,215.2670452,2019
Ambala,Khera,29.02934963,76.52701355,10.84916065,6.865417794,780.9064624,441.8681034,Agricultural,266.9373249,2019
Gurgaon,Manesar,28.6786949,76.93761599,24.93457539,24.36495323,917.5814296,1728.321032,Forest,266.9463184,2019
Hisar,Mangali,29.58547355,76.36713511,7.628821396,4.684455132,998.5885476,1676.547689,Agricultural,294.8190787,2019
Ambala,Khera,29.7053325,77.20578444,5.693680716,4.425275825,810.7511026,975.9870283,Agricultural,290.5210593,2019
Gurgaon,Wazirabad,29.08173233,76.89897482,14.50179646,12.99007358,819.3638388,1989.396958,Urban,218.2263881,2019
Panipat,Chulkana,30.4236809,77.33350168,24.59853161,23.14349617,787.935677,675.2313989,Forest,253.6843056,2019
Ambala,Khera,29.04935989,76.7886064,24.82082767,23.19045988,940.5574028,1492.331027,Agricultural,274.6166403,2019
Hisar,Mirzapur,29.90500698,76.93293009,18.99962618,14.15814718,567.7627529,1293.425005,Urban,217.0350577,2019
Panipat,Barsat,29.1430056,76.09468536,17.60182303,13.33973202,412.1275514,1369.143468,Urban,245.6640859,2019
Gurgaon,Wazirabad,29.31512609,76.96915173,14.08725945,9.480620014,613.7909667,208.1751427,Urban,237.5955432,2019
Gurgaon,Badshahpur,30.36970804,76.36105977,19.39026757,17.07056095,576.8386637,527.720465,Forest,285.8061124,2019
Hisar,Mirzapur,30.32055205,77.07062538,16.17015699,11.32127949,767.941223,155.6982759,Urban,241.1951499,2019
Gurgaon,Badshahpur,29.3014847,76.88664947,20.00311097,16.01224026,717.8262915,1425.332161,Agricultural,287.1410271,2019
Ambala,Kardhan,30.02821128,77.21650377,19.99171737,18.67444597,449.7125296,1665.559386,Agricultural,214.3429823,2019
Rohtak,Sunari Kalan,30.00947512,77.25473851,15.75390695,14.78596332,548.7665548,1749.505919,Agricultural,208.2057412,2019
Gurgaon,Farrukhnagar,28.91520909,77.30842552,10.80951504,6.532724874,436.4336191,1154.860747,Urban,224.3066987,2019
Hisar,Mirzapur,29.05452132,76.5312255,13.53766932,9.323938677,499.8520358,1341.278251,Agricultural,206.6657544,2019
Hisar,Mithathal,29.34075148,76.57751763,18.8865529,16.72917128,618.1296909,952.7532391,Forest,288.4578604,2019
Hisar,Mangali,28.29663905,76.1983163,20.23498061,17.83285371,444.2956287,960.2786466,Agricultural,290.3988694,2019
Hisar,Balsamand,29.16510603,76.37031711,15.42383767,11.95042652,925.351466,156.9515637,Agricultural,289.4728683,2019
Ambala,Bilaspur,28.1232917,76.73067934,23.48447221,22.42842447,569.6163584,771.1254519,Urban,221.9852699,2019
Gurgaon,Manesar,30.07234244,76.38370936,12.53195105,7.819711945,607.0643784,171.7458307,Agricultural,282.9856413,2019
Rohtak,Makrauli,29.0673773,76.78320881,13.47039611,10.89166415,925.1328293,1118.376342,Forest,232.6885707,2019
Gurgaon,Badshahpur,28.61565802,77.08813532,7.564180421,3.015277149,429.9068712,1513.743023,Urban,247.6180003,2019
Panipat,Chulkana,29.74626816,77.44648442,7.929309094,3.325810241,938.4411507,1528.528104,Forest,251.2719624,2019
Rohtak,Kahnaur,29.60626588,77.06690445,18.86829679,18.30475894,681.6600871,1535.28357,Urban,257.5761606,2019
Rohtak,Sunari Kalan,29.35444534,77.07803018,22.80547084,18.38642704,591.2346321,1731.305908,Forest,241.6310241,2019
Hisar,Mithathal,30.37016206,76.4387516,24.735473,23.87413867,669.0639353,1781.001637,Forest,226.9646667,2019
Ambala,Bilaspur,29.35320652,76.92138555,18.11691988,16.87537251,458.2476273,604.1149907,Agricultural,254.7271535,2019
Rohtak,Kahnaur,29.0247262,76.58302424,7.488324712,4.72764945,612.7153255,1901.45939,Forest,219.7781605,2019
Rohtak,Kahnaur,29.27681372,76.1546262,7.770357212,3.574336443,677.8422288,1131.860082,Urban,220.6678573,2019
Rohtak,Kahnaur,28.70068799,76.48853098,13.67563461,9.497179569,758.1337025,1495.916145,Urban,278.2060262,2019
Gurgaon,Sohna,30.28551726,76.29244806,13.59652928,9.969150414,732.6438875,1721.818339,Urban,263.1872685,2019
Ambala,Khanpur,28.05183254,77.27871947,12.71638617,10.34223305,523.3418023,669.3927533,Agricultural,210.9629492,2019
Ambala,Bilaspur,28.53689451,77.33999038,21.39302157,18.30715494,728.0865558,743.6996121,Agricultural,241.0749833,2019
Hisar,Balsamand,29.09795918,76.52704364,7.463583422,3.433369067,479.3437581,1682.19972,Agricultural,221.9617193,2019
Ambala,Majra,29.63263842,77.33857191,20.33997138,16.61391657,826.6577178,249.7490483,Agricultural,237.5458578,2019
Gurgaon,Sohna,29.13019936,77.44842211,7.721728519,7.053797215,432.3690869,1246.920327,Agricultural,289.4622566,2019
Hisar,Mangali,30.07570045,76.25286662,13.37129274,11.35996597,853.2880172,1924.159774,Urban,220.430245,2019
Rohtak,Makrauli,30.46559341,77.20880999,16.8006226,13.00563456,835.9296459,596.8362088,Urban,243.6700069,2019
Ambala,Bilaspur,28.06216501,77.29262958,7.366292826,5.55181014,636.5484688,1261.387053,Forest,295.5516268,2019
Ambala,Kardhan,29.20833069,77.37208032,21.77781987,18.75773616,522.249757,556.7752785,Forest,222.5813811,2019
Rohtak,Makrauli,28.08488846,77.06360639,21.07326148,20.29281667,705.9173823,507.8269764,Forest,261.4894436,2019
Rohtak,Samar Gopalpur,29.772901,76.20107079,21.61267844,19.75298815,989.5573814,1700.124899,Urban,260.4345025,2019
Rohtak,Makrauli,30.41300018,76.31941685,22.11318314,21.22754192,668.2166099,1866.314304,Agricultural,253.5941961,2019
Hisar,Mangali,28.03851955,76.52718106,10.94413421,8.746435854,442.8897449,536.6570499,Urban,261.3520106,2019
Hisar,Mirzapur,29.92530163,77.11690731,12.72129731,8.952763042,666.3160071,835.7366591,Forest,266.5758723,2019
Rohtak,Samar Gopalpur,28.78918045,76.51064459,19.26534461,18.06859459,843.1241189,965.5282428,Urban,210.5284408,2019
Panipat,Asan Khurd,30.41279604,76.18099146,23.57680492,19.97715916,537.3816713,546.2256662,Urban,201.6849974,2019
Gurgaon,Sohna,29.22050159,77.16888661,9.328177383,5.106404186,840.3713913,828.747601,Urban,236.8225539,2019
Rohtak,Makrauli,29.59170085,76.10664144,14.48321339,13.51800523,836.3087587,1160.397607,Forest,261.6688285,2019
Ambala,Khanpur,28.40603723,77.48204498,22.53318248,19.71715012,654.5094059,815.9699731,Forest,259.6018058,2019
Ambala,Bilaspur,30.36169989,76.34552506,13.36243076,11.27095692,885.7640096,562.4098508,Agricultural,286.6012124,2019
Ambala,Majra,30.15413183,77.36331131,20.29176645,18.31060237,653.1628024,238.4477194,Agricultural,211.7047993,2019
Gurgaon,Manesar,28.09441477,76.80240144,15.44580027,14.08818334,557.7997111,1004.28576,Forest,237.6334694,2019
Panipat,Asan Khurd,29.54357413,76.27206224,18.13371178,13.2072975,729.7843331,886.2097998,Forest,279.0447802,2019
Panipat,Asan Khurd,29.00855674,76.15069607,18.69749001,15.63978307,737.2718789,686.3694052,Urban,214.4391522,2019
Rohtak,Kahnaur,29.49308454,76.85399176,9.926953772,4.961733772,615.8159204,1113.955907,Urban,246.6177634,2021
Hisar,Mirzapur,29.07062891,76.32038379,7.079161429,3.012148089,862.9349835,832.3349728,Forest,216.8818066,2021
Ambala,Khera,29.04365331,76.20904319,15.71302597,14.12388565,672.1649745,1723.087722,Forest,232.9632241,2021
Rohtak,Kahnaur,30.17793132,76.06115766,11.36845873,8.93852291,697.2948892,1484.334695,Agricultural,243.2797933,2021
Panipat,Barsat,29.90493565,76.97887345,19.59804924,16.49036897,631.2490501,1241.933621,Agricultural,219.8094188,2021
Ambala,Khanpur,28.04650594,76.78283647,17.9256491,17.37352256,449.3767695,426.6149415,Forest,270.5942978,2021
Rohtak,Sunari Kalan,29.85890545,76.9476894,5.29157544,3.279460462,713.523223,1258.861152,Forest,242.1456144,2021
Hisar,Mirzapur,30.2399323,77.01850116,23.55397288,22.13491027,697.0189425,1433.062677,Agricultural,239.2910989,2021
Hisar,Mangali,30.35041367,76.35780335,12.67604412,10.26311499,827.5908207,931.032494,Forest,291.5166298,2021
Hisar,Mithathal,28.17621347,76.19051932,9.631804538,4.701317218,522.8695219,1453.933954,Forest,286.0115256,2021
Rohtak,Sunari Kalan,29.63988468,76.10890022,18.96309325,18.23861568,896.3657639,777.9061818,Urban,214.9870153,2021
Gurgaon,Sohna,28.94928376,76.269853,6.956231633,3.264334198,787.8518291,1801.698424,Agricultural,252.1828301,2021
Gurgaon,Sohna,29.06214759,77.2489827,5.867461909,2.6762392,910.9412216,582.4447368,Forest,206.4429169,2021
Ambala,Kardhan,29.34172496,76.19006185,21.29905969,16.85882678,809.024097,1956.896799,Urban,255.5230321,2021
Panipat,Barsat,29.51757996,76.66628018,12.95265049,9.336177203,591.9655073,467.7928883,Agricultural,234.1560494,2021
Hisar,Nalwa,29.00445218,76.7307187,7.597565065,3.672999439,475.4464266,1857.532091,Agricultural,268.4106696,2021
Ambala,Kardhan,28.75931456,76.96979878,16.16240338,12.32957217,721.456434,292.2071128,Forest,246.7251881,2021
Gurgaon,Farrukhnagar,29.67863315,77.31899998,22.83160754,20.46415733,536.7129982,1372.593656,Agricultural,264.1535959,2021
Panipat,Barsat,29.46814642,77.13518781,8.698647652,6.287634006,404.6639745,557.3202381,Urban,231.6421113,2021
Rohtak,Makrauli,28.60001668,77.0104646,10.02064665,6.050327354,822.1743424,391.6536422,Urban,298.3543056,2021
Ambala,Khanpur,29.2084101,77.30590109,13.88505582,11.32935771,442.8593803,688.2569705,Agricultural,290.7844987,2021
Hisar,Nalwa,28.48138143,76.99200495,7.213803389,3.144293809,552.7080258,1600.709665,Urban,294.3197704,2021
Gurgaon,Badshahpur,30.48505815,76.46980753,10.5881273,8.751902805,455.2687219,350.0788727,Agricultural,279.3071007,2021
Hisar,Balsamand,28.66930333,76.12325327,16.85525537,15.77870434,722.1261144,1942.986058,Agricultural,219.711535,2021
Hisar,Mangali,29.97852003,76.01300319,7.482348604,5.542254447,509.1469367,753.9912001,Forest,267.041503,2021
Gurgaon,Farrukhnagar,29.12047158,77.42787497,7.756881437,6.148993169,670.8077449,596.3954916,Agricultural,271.4473897,2021
Gurgaon,Sohna,29.74844229,76.28610072,24.94223123,22.84918556,534.6899105,803.5459914,Agricultural,270.5560534,2021
Rohtak,Samar Gopalpur,29.48943925,77.46394919,22.58126983,21.69968369,674.5326813,1523.781647,Forest,200.8042737,2021
Gurgaon,Manesar,29.84626583,76.11519869,21.38748639,19.78367901,828.5841304,165.8907972,Forest,296.5053457,2021
Panipat,Chulkana,29.87263031,77.25957752,22.85070783,18.99927611,911.243503,1442.764358,Urban,228.2359736,2021
Hisar,Mangali,28.73107967,76.43646412,11.48330974,6.97287398,965.9076212,319.9627726,Agricultural,298.0079365,2021
Gurgaon,Farrukhnagar,28.85718186,76.44112979,8.585040046,4.1814452,798.6556806,1573.951003,Urban,205.3334131,2021
Gurgaon,Manesar,28.01259876,77.2940866,17.92528654,14.42770609,475.5654696,712.0726884,Agricultural,241.0435548,2021
Ambala,Khanpur,29.07998261,76.63933356,10.57649288,6.09681862,542.0623673,288.0975625,Agricultural,271.9094124,2021
Gurgaon,Wazirabad,30.23506643,76.36085409,23.41579377,21.40279765,515.6582285,1283.519887,Urban,225.1713865,2021
Rohtak,Kiloi,29.89039289,76.87286298,10.78810181,6.61624313,545.9286074,228.4607312,Forest,220.1840378,2021
Panipat,Bhodwal Majri,28.84334049,76.49995051,12.7962,12.27594549,462.3938276,1477.216122,Forest,219.5338314,2021
Panipat,Barsat,28.21008039,77.27799809,23.49402485,19.064875,853.9057581,562.1249503,Forest,200.6825609,2021
Hisar,Mithathal,28.67940207,77.4249295,16.18260658,14.73904429,612.4739067,566.8209174,Urban,282.8622254,2021
Hisar,Mangali,29.57421066,76.80865936,18.60360178,15.32303041,678.7486394,1479.664503,Agricultural,268.9317775,2021
Hisar,Mithathal,28.02180175,76.29884302,9.967844073,5.753959732,800.9236563,854.3013504,Urban,262.9514567,2021
Gurgaon,Wazirabad,28.42034899,76.26487104,11.22236821,9.936244326,452.5930536,1443.866695,Agricultural,230.5869532,2021
Panipat,Chulkana,29.15880586,76.25912154,19.93923828,17.83301147,770.4301142,679.9833332,Forest,254.3492793,2021
Panipat,Bapoli,30.33692792,76.38209467,18.32240732,16.66645829,756.4458126,590.2578527,Urban,299.8805202,2021
Rohtak,Sunari Kalan,30.18901075,77.25965989,24.85249037,23.04917308,561.1474271,337.4606997,Forest,241.4934431,2021
Panipat,Bhodwal Majri,28.65687387,76.70070364,14.51608453,11.96101016,405.3582475,1228.403652,Urban,203.2153849,2021
Hisar,Balsamand,29.63071563,76.36316032,6.382964278,3.830789636,476.734681,1489.520426,Agricultural,287.0923918,2021
Rohtak,Kahnaur,28.6751399,76.06794579,6.484359151,5.408322191,630.4758424,1955.007188,Urban,233.6048931,2021
Hisar,Mangali,28.62014248,77.09021208,6.054652881,1.737954347,977.7292846,1619.034072,Forest,266.5569469,2021
Hisar,Mithathal,29.5701321,76.62310008,5.546497269,1.951948443,773.494494,492.3186725,Agricultural,208.3008361,2021
Rohtak,Kiloi,28.07348018,76.18268167,16.78928578,12.33120464,817.5045096,1760.150599,Urban,242.2569661,2021
Panipat,Bapoli,30.33536827,77.46592206,10.4636093,7.121194235,829.2882622,1861.661613,Urban,291.6958001,2021
Panipat,Asan Khurd,28.2264711,76.70387599,13.0904836,12.39827232,485.9547047,266.8467841,Forest,223.4987704,2021
Panipat,Barsat,30.19658842,77.14454173,13.91920759,11.68008238,405.8071491,1675.760282,Urban,286.7039044,2021
Panipat,Bhodwal Majri,28.78397058,77.48800482,17.58764039,14.02626708,591.0781676,1064.658537,Agricultural,255.0952872,2021
Gurgaon,Wazirabad,28.94930034,76.8028624,20.24621107,17.24654007,864.344972,707.0693757,Agricultural,228.2656698,2021
Hisar,Mirzapur,29.53500752,77.04816634,12.00729375,7.925616797,852.1831013,385.8020093,Urban,280.2280548,2021
Panipat,Bhodwal Majri,28.38631005,77.46694411,17.12839671,15.80055028,514.9264002,1643.259443,Agricultural,244.8842298,2021
Gurgaon,Manesar,28.72348241,77.40133976,21.04970265,19.54815233,423.8713274,759.280792,Forest,278.3591646,2021
Gurgaon,Manesar,28.95878268,77.05819866,14.85361052,12.04049005,990.5306499,390.4098744,Agricultural,271.3494675,2021
Gurgaon,Sohna,28.94694284,77.20688411,13.7616278,12.0212283,735.6032342,1488.367052,Agricultural,202.7637457,2021
Ambala,Khanpur,28.80688917,76.7828015,7.491706562,3.193345925,697.1040891,648.6035528,Urban,277.463552,2021
Rohtak,Makrauli,28.55321932,76.94086173,23.29771676,20.3623096,748.9665151,358.4664872,Urban,271.2428174,2021
Panipat,Barsat,29.98957565,76.89819909,14.94148159,10.35476908,721.3216829,378.4099053,Forest,298.3761303,2021
Hisar,Nalwa,28.51936068,76.0190823,11.80312379,8.057389959,767.1053357,1564.188662,Forest,246.3056503,2021
Panipat,Bapoli,28.56460048,76.58702001,20.42050529,17.26968254,867.6987401,1504.629328,Forest,241.0091275,2021
Hisar,Nalwa,30.13117899,76.61385804,24.79205939,24.09847673,856.6248209,1585.697655,Forest,224.3667969,2021
Rohtak,Kiloi,29.7042639,77.11300033,16.4390003,15.50336165,721.2155356,1512.87332,Agricultural,249.0161763,2021
Gurgaon,Farrukhnagar,28.59446095,76.63585114,22.89873164,21.90894545,942.1370282,1984.638195,Forest,278.4971695,2021
Panipat,Bapoli,29.31072497,76.05205658,16.9009433,12.3437413,545.6452501,233.7245017,Agricultural,296.8745694,2021
Hisar,Balsamand,29.1993123,77.38272339,23.21050923,20.28748853,963.6667641,1517.664486,Forest,260.7582535,2021
Gurgaon,Wazirabad,29.43653585,77.22112335,15.45427091,14.2296766,564.2878295,1870.890405,Agricultural,258.2753065,2021
Gurgaon,Farrukhnagar,28.97012622,76.04148634,9.454901806,6.497443993,490.8015741,1275.466294,Forest,239.1599607,2021
Gurgaon,Badshahpur,29.20485735,76.53446211,18.11740872,17.31475889,576.2181939,143.8418631,Urban,249.3799645,2021
Panipat,Asan Khurd,30.04348753,76.55903297,9.308096202,6.589339313,752.9673193,759.4358758,Urban,248.2012537,2021
Rohtak,Kahnaur,30.06385694,76.74309329,16.23492596,14.68247278,534.9105182,434.2069463,Urban,288.5929359,2021
Hisar,Mirzapur,30.49979537,77.4331747,7.321772697,2.401400887,651.4426463,217.7261395,Agricultural,214.7722781,2021
Hisar,Balsamand,30.46935612,76.1932062,13.8330578,10.23111456,580.9266509,963.1796966,Forest,225.4299414,2021
Ambala,Majra,29.69757657,76.57193599,5.356745291,2.01629852,643.5556671,945.6527457,Urban,208.4372862,2021
Ambala,Khanpur,29.016009,76.37014554,17.85601566,14.98311057,412.0196677,391.5594838,Urban,238.7338384,2021
Rohtak,Makrauli,29.27489305,76.08845939,13.99770888,12.86557085,947.9419498,662.2813648,Forest,280.4210168,2021
Hisar,Nalwa,30.22337767,76.97199674,23.39045168,21.88754999,606.1922734,478.9069129,Forest,278.0625917,2021
Panipat,Bapoli,29.00360756,76.52971744,10.72697181,9.353363934,734.7263358,1684.387862,Agricultural,206.486574,2021
Rohtak,Samar Gopalpur,28.49759051,77.03080887,23.87783722,19.57582313,674.0829058,156.2455315,Urban,223.7332004,2021
Ambala,Kardhan,30.25455074,76.94185971,8.30267233,7.53432101,921.3135951,1589.421467,Forest,251.9101976,2021
Panipat,Asan Khurd,29.55204144,76.57565052,15.88683765,13.37076474,465.6538284,253.3939051,Urban,203.9149461,2021
Hisar,Mirzapur,30.14139443,77.32797196,11.95070115,8.555378335,432.3856543,347.0410075,Urban,293.6943722,2021
Panipat,Barsat,29.10496436,77.23148248,7.99087358,5.318071402,930.1021224,779.163459,Forest,216.6970426,2021
Hisar,Nalwa,29.95174568,76.82995257,14.63198629,13.88433383,817.870539,933.1514836,Urban,274.1012663,2021
Panipat,Bapoli,30.36183241,76.78616905,9.869649949,6.170206628,651.253736,142.9201739,Forest,270.3546503,2021
Hisar,Nalwa,29.72939249,76.20820838,19.8044228,14.83732369,556.4026499,1810.352916,Agricultural,255.8869455,2021
Hisar,Mirzapur,30.42797748,76.80338897,14.00078768,12.27118085,886.3033393,960.1300272,Agricultural,285.0185129,2021
Panipat,Asan Khurd,29.33969382,76.23940571,8.353843534,6.931044003,774.6232546,859.0361684,Urban,280.949769,2021
Panipat,Bhodwal Majri,28.36845213,76.69989926,18.33817643,13.96173696,583.4841412,542.7890522,Urban,279.8149504,2021
Hisar,Nalwa,29.30788341,76.36093771,20.90301124,16.73968309,487.3040337,1834.148497,Forest,201.24341,2021
Panipat,Barsat,28.1512024,76.29578125,11.98622644,8.364675242,424.6372493,1462.191616,Agricultural,270.9074124,2021
Hisar,Nalwa,29.90697324,76.49035022,13.29984698,9.375395506,413.7393945,798.5279619,Agricultural,237.3414039,2021
Ambala,Khera,28.35875897,76.26812933,18.52651128,15.45525199,991.3742422,405.3215389,Urban,280.1425366,2021
Hisar,Mangali,29.36609285,76.99895345,8.602786855,7.076142288,840.1464677,606.9038305,Urban,260.1707936,2021
Gurgaon,Sohna,29.91650937,77.13183535,24.51884275,22.41727049,415.7345042,1671.650554,Urban,288.3141188,2021
Rohtak,Samar Gopalpur,30.1007879,76.80710819,7.171854548,5.965064591,696.6186039,1203.570177,Urban,288.6940388,2022
Ambala,Kardhan,29.93300906,76.34755332,20.58431044,19.11884074,623.4736702,1813.447344,Forest,294.6943109,2022
Hisar,Mirzapur,29.13294725,76.71570769,8.918243474,5.831462639,682.220639,602.5226249,Urban,252.5205576,2022
Hisar,Nalwa,29.04851117,77.20645619,20.173756,15.92079828,706.9869623,1663.501625,Agricultural,280.5035455,2022
Ambala,Khera,29.6690418,76.56793382,7.883323928,5.359146231,901.52741,263.9992646,Agricultural,290.5496811,2022
Ambala,Majra,28.28714118,77.23147472,11.05350959,7.654802985,790.0186592,770.4110722,Forest,224.7009865,2022
Gurgaon,Farrukhnagar,29.14908317,77.07337123,22.87571698,22.07215047,840.0422085,1031.971905,Urban,280.4164791,2022
Ambala,Bilaspur,29.95191656,76.04752743,19.48020195,17.4877124,614.310484,1250.255435,Urban,210.4709233,2022
Ambala,Khanpur,29.34312132,76.130597,14.07841642,9.40714163,598.832655,733.2548869,Urban,221.9387634,2022
Hisar,Mithathal,30.06775549,76.01115903,11.25779262,10.72298539,670.1052032,1529.003607,Forest,213.4103668,2022
Hisar,Nalwa,28.3443194,76.17915826,5.88371895,4.748758204,637.8914305,758.6824641,Urban,226.5997996,2022
Panipat,Bapoli,29.9193377,77.19123527,13.04695819,10.83481191,909.1433176,1495.344448,Forest,222.9477122,2022
Panipat,Barsat,28.19596888,77.32855653,10.71873074,9.76420639,806.6508085,567.3055516,Agricultural,256.6599781,2022
Panipat,Barsat,29.32407606,76.18778066,24.61972791,21.79011125,756.4792101,1976.064213,Forest,205.6207642,2022
Ambala,Bilaspur,29.5432184,76.39161979,5.170442039,3.68958636,444.9912847,1815.638606,Forest,258.2465143,2022
Panipat,Chulkana,30.00302958,76.95445796,6.462799344,3.46943362,537.7343842,1851.366973,Urban,234.4081356,2022
Ambala,Khanpur,28.9332707,76.17029345,13.28230639,8.303214678,548.1113786,909.2968297,Agricultural,296.0771543,2022
Panipat,Bhodwal Majri,28.7146116,77.4968548,5.657860094,1.081920018,421.6140037,212.6465903,Urban,227.4665037,2022
Ambala,Bilaspur,30.14164104,77.49748508,13.82702175,12.18204056,539.850585,1261.355431,Forest,212.3768554,2022
Ambala,Kardhan,30.41842844,76.99880625,20.86515066,15.94191563,978.0112684,907.0335563,Forest,223.4513906,2022
Gurgaon,Wazirabad,28.9303891,76.50932228,7.304505814,6.269706156,930.6846044,711.2103525,Agricultural,299.4432443,2022
Gurgaon,Badshahpur,28.55548794,76.3420029,13.32569611,12.12436806,682.740373,1012.238035,Forest,274.2690146,2022
Panipat,Chulkana,30.0629102,77.38935417,19.75026364,16.29280784,978.0459467,914.8588579,Forest,217.1760323,2022
Hisar,Mirzapur,28.17453678,77.39999788,13.7412835,9.053023962,755.961835,232.7935395,Forest,242.7613198,2022
Gurgaon,Badshahpur,28.82016097,76.95672431,19.32370713,15.49084465,486.0265176,809.5806013,Agricultural,266.1354517,2022
Ambala,Khanpur,29.36379306,77.13329448,15.12125363,14.02728803,479.7914676,1876.876485,Agricultural,267.0730698,2022
Hisar,Balsamand,29.51817654,77.44386709,18.7194843,15.75486846,759.6515866,1247.024202,Urban,214.1008619,2022
Rohtak,Sunari Kalan,29.41652416,76.84661993,8.043645922,7.517996827,471.3452639,904.4403979,Forest,271.1289622,2022
Ambala,Majra,28.84971021,76.75405243,20.11620058,15.9227987,408.3050238,1360.823571,Forest,250.4283405,2022
Gurgaon,Sohna,28.42762494,77.44257454,7.646985256,5.138690875,848.9905324,240.7773658,Agricultural,238.2607851,2022
Gurgaon,Farrukhnagar,30.39344364,76.7303285,19.0482602,18.4389203,785.1435047,857.9266593,Forest,215.8368017,2022
Gurgaon,Manesar,29.6428309,77.11608577,19.93487009,18.09328873,666.7112261,760.0077766,Urban,296.1057504,2022
Panipat,Bhodwal Majri,28.15176926,76.90824812,11.07650165,8.920914599,424.5025528,1335.271432,Agricultural,295.193552,2022
Rohtak,Kahnaur,29.73358049,76.72060687,23.53941177,22.44565483,775.1749238,887.730362,Urban,241.8824781,2022
Hisar,Nalwa,28.39588541,76.26079341,17.33613278,15.64943666,463.5601327,796.6312703,Urban,296.1103279,2022
Gurgaon,Manesar,28.26614222,76.4711722,9.633984577,5.753308326,738.3276566,217.9418791,Agricultural,233.3432846,2022
Rohtak,Kahnaur,29.57714841,77.13064787,23.02772007,18.18586189,501.1994063,570.6221561,Forest,201.224468,2022
Ambala,Bilaspur,30.31961185,76.08539889,18.97886095,18.04607577,430.5538658,523.7144915,Agricultural,254.9336309,2022
Rohtak,Makrauli,29.08212844,76.75069183,24.65052749,20.08092335,663.4513667,1003.066648,Agricultural,268.5943531,2022
Gurgaon,Badshahpur,29.74461442,77.11610163,11.70060558,9.192357031,566.4577989,1913.009285,Urban,227.7624638,2022
Ambala,Khanpur,30.23884723,77.08799135,10.98411093,6.132153825,747.4186373,700.9307066,Urban,216.8247049,2022
Ambala,Khanpur,28.79876587,76.21992193,16.35689913,12.08162465,777.8392325,1782.389043,Agricultural,214.1756708,2022
Panipat,Asan Khurd,28.43791216,76.7846864,22.57831624,21.84402948,788.9625117,1381.20548,Forest,248.6694513,2022
Panipat,Chulkana,30.21327027,76.03892681,22.99037451,22.32332944,759.494231,1263.800132,Forest,203.2539205,2022
Gurgaon,Badshahpur,28.28577042,76.72721888,7.013897066,5.632803894,915.1063579,1875.736528,Forest,249.2936368,2022
Rohtak,Samar Gopalpur,28.43229703,76.85820527,8.879661637,7.006738486,520.3869004,515.5314806,Urban,226.9295276,2022
Ambala,Khera,28.4723676,77.40486966,23.52511824,19.45663413,884.4084857,1782.442619,Agricultural,203.3510744,2022
Hisar,Nalwa,28.10716262,76.47526071,5.985050365,3.335547766,720.2617717,123.6808922,Forest,228.0577201,2022
Rohtak,Kahnaur,29.31784994,76.24556599,22.32971573,17.4828412,842.2977007,282.1425787,Agricultural,220.517828,2022
Hisar,Balsamand,29.43291109,76.0792306,20.11151926,18.64301391,741.2391701,1323.564725,Forest,257.5450833,2022
Ambala,Kardhan,29.30925382,76.82856714,23.01105349,18.63573893,978.0609185,687.6752485,Forest,242.3112975,2022
